date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_mean,temperature_max,temperature_min,humidity_mean,precipitation_sum,pressure_mean,wind_speed_mean,wind_speed_max,AQI
2022-11-10,38.77916666666667,65.53333333333333,816.8333333333334,36.520833333333336,43.0625,97.66666666666667,25.4,29.3,21.7,77,0.0,1016.3,10.7,18.4,154.0
2022-11-11,83.5125,126.28333333333335,1351.4166666666667,64.95416666666667,62.10833333333333,85.91666666666667,26.2,30.8,22.2,65,0.0,1017.2,11.2,19.8,168.0
2022-11-12,78.39166666666667,120.85000000000001,1431.6666666666667,68.8875,53.69583333333333,90.04166666666667,25.5,30.3,21.2,71,0.0,1016.6,10.7,19.8,201.0
2022-11-13,29.666666666666668,53.97083333333333,494.4583333333333,23.120833333333334,22.666666666666668,79.08333333333333,24.8,28.1,21.1,87,0.0,1014.4,10.9,16.3,166.0
2022-11-14,24.166666666666668,50.71666666666667,376.2916666666667,15.979166666666666,17.82916666666667,85.33333333333333,26.8,29.7,24.5,78,0.0,1013.3,14.6,19.0,89.0
2022-11-15,61.72083333333333,100.55,534.375,19.008333333333333,35.979166666666664,95.54166666666667,25.8,30.3,22.3,58,0.0,1015.2,16.6,23.5,154.0
2022-11-16,64.52083333333333,100.32083333333333,693.75,26.995833333333334,42.175000000000004,116.29166666666667,24.8,28.7,21.1,55,0.0,1015.3,12.4,15.5,157.0
2022-11-17,63.48333333333333,101.79166666666667,918.6666666666666,32.295833333333334,44.262499999999996,128.79166666666666,25.1,30.1,21.4,74,0.0,1014.9,10.6,20.3,197.0
2022-11-18,42.354166666666664,73.53333333333333,716.8333333333334,28.670833333333334,33.81666666666667,100.29166666666667,25.0,28.2,21.7,82,0.0,1014.5,10.5,18.0,156.0
2022-11-19,25.09166666666667,49.112500000000004,443.9583333333333,22.933333333333334,17.8125,84.5,26.0,29.1,23.1,77,0.0,1014.5,10.1,19.7,117.0
2022-11-20,48.074999999999996,77.19583333333334,655.25,31.8625,31.020833333333332,90.08333333333333,25.4,29.1,21.8,73,0.0,1014.4,9.9,18.5,127.0
2022-11-21,67.57083333333334,103.35833333333333,789.6666666666666,34.94583333333333,38.762499999999996,110.33333333333333,25.8,31.1,21.3,56,0.0,1014.3,12.7,21.0,159.0
2022-11-22,67.74583333333334,105.25416666666666,1076.375,53.65833333333333,57.2875,100.875,25.2,28.6,22.3,74,0.0,1014.2,10.1,17.7,196.0
2022-11-23,68.64583333333333,102.99166666666667,869.4583333333334,37.987500000000004,50.27916666666667,108.45833333333333,24.3,28.8,19.6,54,0.0,1014.8,11.0,18.4,159.0
2022-11-24,60.25416666666666,90.72916666666667,980.125,46.84166666666667,50.862500000000004,107.20833333333333,23.6,28.5,19.2,72,0.0,1014.1,10.7,18.7,174.0
2022-11-25,33.88333333333333,61.93333333333334,809.2916666666666,39.704166666666666,35.112500000000004,98.58333333333333,23.3,27.5,18.5,74,0.0,1014.7,8.5,14.6,153.0
2022-11-26,56.63333333333333,85.77083333333333,1106.375,60.37083333333334,50.300000000000004,87.5,23.7,28.7,19.1,60,0.0,1013.9,11.2,17.2,168.0
2022-11-27,37.96666666666667,59.59166666666667,877.1666666666666,44.04583333333333,41.550000000000004,101.16666666666667,23.4,26.7,19.4,80,0.0,1010.5,8.8,12.1,162.0
2022-11-28,67.675,98.925,1221.4583333333333,72.71666666666667,52.84166666666667,56.708333333333336,23.7,28.6,19.3,65,0.0,1011.6,10.2,15.3,158.0
2022-11-29,57.80416666666667,84.32916666666667,728.3333333333334,41.38333333333333,32.87916666666667,77.29166666666667,23.9,30.8,18.4,47,0.0,1014.0,12.2,15.3,159.0
2022-11-30,66.86666666666666,97.55833333333334,723.8333333333334,40.1625,35.074999999999996,90.66666666666667,23.7,30.4,18.1,36,0.0,1015.3,12.1,17.5,158.0
2022-12-01,72.13333333333334,105.71666666666665,788.2916666666666,41.266666666666666,40.954166666666666,93.625,22.8,29.1,16.9,39,0.0,1014.5,12.1,20.5,161.0
2022-12-02,58.20416666666667,88.50416666666666,1009.5,53.9375,46.57083333333333,69.5,22.2,26.6,17.0,62,0.0,1012.7,11.0,17.2,167.0
2022-12-03,46.40416666666667,75.09583333333333,741.0833333333334,46.375,46.35833333333333,67.20833333333333,23.1,26.4,18.7,71,0.0,1013.2,9.3,15.5,152.0
2022-12-04,86.58749999999999,127.48333333333333,774.5833333333334,36.68333333333333,43.19583333333333,90.33333333333333,22.7,28.7,17.7,50,0.0,1015.2,11.8,21.9,172.0
2022-12-05,82.28750000000001,125.79166666666667,1061.375,53.74166666666667,64.375,83.29166666666667,22.3,27.9,17.5,56,0.0,1016.6,11.2,17.1,175.0
2022-12-06,101.125,150.17083333333332,1321.4583333333333,56.69166666666666,68.075,102.79166666666667,22.3,27.4,17.8,57,0.0,1016.7,10.8,18.3,183.0
2022-12-07,87.85000000000001,129.02083333333334,1306.5833333333333,59.35,57.4375,94.25,22.2,28.6,16.0,52,0.0,1016.0,10.6,15.3,183.0
2022-12-08,66.32916666666667,102.72916666666667,1403.8333333333333,69.97500000000001,52.025,71.5,22.1,28.0,16.9,70,0.0,1014.9,10.6,17.2,178.0
2022-12-09,45.416666666666664,74.51666666666667,1021.75,49.34583333333333,44.42916666666667,88.08333333333333,22.2,27.0,18.5,86,0.0,1013.1,8.9,15.9,158.0
2022-12-10,71.40833333333333,106.55,868.8333333333334,43.604166666666664,42.19166666666667,75.45833333333333,23.1,28.2,18.5,57,0.0,1013.3,11.0,16.8,161.0
2022-12-11,60.52916666666667,91.44166666666666,578.4166666666666,17.400000000000002,30.958333333333332,111.5,23.6,29.4,19.0,43,0.0,1014.7,19.4,26.6,162.0
2022-12-12,54.637499999999996,85.375,765.9166666666666,34.96666666666667,30.695833333333336,95.75,23.1,28.7,18.9,42,0.0,1014.9,17.0,23.7,154.0
2022-12-13,35.583333333333336,54.145833333333336,537.2916666666666,23.504166666666666,20.6375,67.5,22.7,29.0,18.0,42,0.0,1016.0,20.0,28.6,151.0
2022-12-14,0.65,0.9208333333333334,59.916666666666664,0.0,0.5499999999999999,30.375,23.1,29.0,19.2,34,0.0,1016.4,19.0,27.5,100.0
2022-12-15,0.8125,1.1666666666666667,62.916666666666664,0.0,0.31666666666666665,34.0,21.1,27.4,15.3,49,0.0,1014.9,10.2,17.0,16.0
2022-12-16,47.65833333333333,71.24166666666666,969.4583333333334,47.15,41.74166666666667,79.08333333333333,20.6,26.6,15.4,69,0.0,1013.3,9.1,13.1,150.0
2022-12-17,52.82083333333333,79.60000000000001,1176.375,60.67083333333333,58.88333333333333,67.125,20.6,27.0,15.4,74,0.0,1014.1,8.8,14.4,151.0
2022-12-18,77.22083333333333,113.27083333333333,1500.5,78.10833333333333,70.075,66.66666666666667,21.3,26.5,16.3,59,0.0,1014.8,10.4,13.9,166.0
2022-12-19,71.14166666666667,108.06666666666666,1267.3333333333333,71.67083333333333,69.99166666666666,67.83333333333333,20.9,26.0,15.7,57,0.0,1013.7,9.5,13.0,166.0
2022-12-20,47.229166666666664,75.21249999999999,1149.5833333333333,57.9625,52.25416666666666,68.70833333333333,21.2,27.3,16.7,47,0.0,1013.2,13.2,18.4,162.0
2022-12-21,53.93333333333334,84.46249999999999,754.125,47.237500000000004,40.53333333333333,64.20833333333333,20.6,26.4,15.2,46,0.0,1014.4,12.4,20.3,146.0
2022-12-22,37.666666666666664,59.36666666666667,587.375,32.074999999999996,33.59166666666667,72.45833333333333,20.1,25.9,14.9,39,0.0,1014.8,13.6,20.3,146.0
2022-12-23,57.36666666666667,91.00833333333333,985.4583333333334,55.975,55.29583333333333,52.75,19.2,25.1,13.2,44,0.0,1014.0,10.5,16.4,154.0
2022-12-24,44.00833333333333,68.20833333333333,762.2916666666666,48.67916666666667,48.38333333333333,63.208333333333336,19.2,25.0,13.8,37,0.0,1015.6,14.0,19.3,151.0
2022-12-25,58.104166666666664,86.35000000000001,716.4166666666666,35.125,40.82083333333333,92.75,19.1,24.3,13.3,43,0.0,1016.4,11.4,17.3,151.0
