horizon,model,RMSE,MAE,R2,AQI_Category_Accuracy
AQI_t+1,SVR + StandardScaler + Recency,12.937066395910774,9.36425138866599,0.7565349195650071,84.21052631578947
AQI_t+2,SVR + RobustScaler,17.466274645170678,12.939819831574283,0.5610424169180873,80.5668016194332
AQI_t+3,CatBoost Regressor,19.002288195018103,15.163069293705618,0.486872470808956,75.7085020242915
