date,actual_AQI,predicted_AQI,error,absolute_error,squared_error,actual_category,predicted_category,category_correct
2025-05-01,75.0,69.45751176609193,-5.542488233908074,5.542488233908074,30.71917582300944,Moderate,Moderate,True
2025-05-02,68.0,69.88233368006945,1.8823336800694506,1.8823336800694506,3.5431800831238007,Moderate,Moderate,True
2025-05-03,81.0,71.83714504825481,-9.162854951745189,9.162854951745189,83.95791086672132,Moderate,Moderate,True
2025-05-04,140.0,75.32276954742287,-64.67723045257713,64.67723045257713,4183.144139015771,Unhealthy for Sensitive Groups,Moderate,False
2025-05-05,108.0,82.93437027687173,-25.065629723128268,25.065629723128268,628.2857934169713,Unhealthy for Sensitive Groups,Moderate,False
2025-05-06,78.0,95.49960350419552,17.49960350419552,17.49960350419552,306.2361228040521,Moderate,Moderate,True
2025-05-07,86.0,93.74494692049136,7.744946920491358,7.744946920491358,59.98420280122858,Moderate,Moderate,True
2025-05-08,89.0,76.08472381188753,-12.915276188112472,12.915276188112472,166.80435901522503,Moderate,Moderate,True
2025-05-09,96.0,89.68661853824585,-6.3133814617541475,6.3133814617541475,39.858785481620934,Moderate,Moderate,True
2025-05-10,107.0,87.45407594244429,-19.54592405755571,19.54592405755571,382.043147263735,Unhealthy for Sensitive Groups,Moderate,False
2025-05-11,91.0,90.04207389137049,-0.9579261086295077,0.9579261086295077,0.9176224295940714,Moderate,Moderate,True
2025-05-12,75.0,88.65156767184205,13.651567671842045,13.651567671842045,186.36529989888282,Moderate,Moderate,True
2025-05-13,83.0,75.69431555549987,-7.30568444450013,7.30568444450013,53.37302520261118,Moderate,Moderate,True
2025-05-14,74.0,75.21723407979428,1.2172340797942809,1.2172340797942809,1.4816588050126298,Moderate,Moderate,True
2025-05-15,70.0,75.84297221635387,5.842972216353871,5.842972216353871,34.14032432108327,Moderate,Moderate,True
2025-05-16,68.0,74.1235871935853,6.123587193585294,6.123587193585294,37.49832011744182,Moderate,Moderate,True
2025-05-17,68.0,72.37319227127837,4.37319227127837,4.37319227127837,19.124810641568867,Moderate,Moderate,True
2025-05-18,76.0,70.90432706535837,-5.095672934641627,5.095672934641627,25.96588265683921,Moderate,Moderate,True
